county,precinct,number_active_voters_2024,votesBiden_2020,votesJorgensen_2020,votesTrump_2020,average_voter_age,average_voter_income,average_voter_turnout_2022,average_voter_turnout_2020,average_voter_female,average_voter_reg_democrat,average_voter_reg_republican,average_voter_hispanic,average_voter_afam,deb_fischer,dan_osborn,senate_totals,harris_walz,trump_vance,chaseoliver,cornelwest,jillstein,potus_totals
"DOUGLAS","03-23",1515,21,746,467,50.6766,96822.847,.62244225,.77425742,.5254126,.3887789,.3188119,.0429043,.0059406,475,820,1295,772,525,10,10,3,1320
"DOUGLAS","04-01",1205,14,327,166,51.6437,55331.503,.47302905,.65228218,.4954357,.4107884,.2912863,.2033195,.0074689,331,573,904,523,386,7,3,5,924
"DOUGLAS","04-03",1207,24,616,203,47.5037,58537.099,.38608119,.62634629,.4962718,.4573322,.2311516,.3537697,.004971,227,513,740,440,311,1,4,1,757
"DOUGLAS","04-05",1472,37,757,641,48.7785,79595.895,.58220106,.74524456,.5067935,.4802989,.2201087,.1311141,.0047554,356,845,1201,785,414,9,2,4,1214
"DOUGLAS","04-06",1402,26,714,351,48.5136,63760.634,.50927246,.71112698,.5178317,.4536377,.2582026,.2089872,.0049929,348,713,1061,657,400,7,4,8,1076
"DOUGLAS","04-07",1566,30,487,376,50.7267,80342.938,.60664111,.78927201,.5191571,.3888889,.3320562,.1347382,.00447,538,731,1269,668,614,6,5,7,1300
"DOUGLAS","04-09",1413,11,393,202,48.1749,56174.864,.41896674,.65109694,.5343241,.4996462,.2193914,.3481953,.0127389,292,666,958,608,361,11,6,5,991
"DOUGLAS","04-10",1051,12,658,238,49.7707,62753.95,.47573739,.70884871,.5137964,.4243577,.2721218,.262607,.0047574,243,405,648,362,296,2,2,1,663
"DOUGLAS","04-14",1585,17,368,163,45.1395,47133.862,.26246056,.51798105,.5520505,.5476341,.1589905,.5318612,.0826498,221,609,830,575,277,4,5,8,869
"DOUGLAS","04-15",1550,26,663,308,47.0716,53833.746,.31548387,.57096773,.5277419,.5,.1941935,.4812903,.0290323,254,665,919,635,311,5,4,1,956
"DOUGLAS","04-16",1385,24,667,397,49.3134,66048.479,.46137184,.67003608,.5104693,.4469314,.2866426,.3046931,.0050542,378,623,1001,559,446,7,5,3,1020
"DOUGLAS","04-17",1380,16,387,330,50.5518,72506.047,.46159419,.68188405,.5115942,.4043478,.3181159,.2123188,.0007246,412,555,967,484,493,5,3,2,987
"DOUGLAS","04-18",1302,11,540,181,52.8478,61232.687,.48079878,.70814133,.5207373,.3986175,.3133641,.1228879,.016129,377,604,981,528,448,11,4,2,993
"DOUGLAS","04-20",968,23,433,496,49.4473,64455.621,.49173555,.67665291,.5072314,.3915289,.3006198,.1177686,.0144628,272,485,757,423,331,2,5,3,764
"DOUGLAS","05-05",1430,19,577,452,52.672,109280.97,.63846153,.80629373,.5153846,.2902098,.4118881,.0657343,.0027972,580,624,1204,576,619,8,2,4,1209
"DOUGLAS","05-06",1507,17,526,432,54.9768,113087.09,.65228933,.79761118,.5481088,.260783,.4956868,.0411413,.0013271,697,618,1315,564,753,7,2,4,1330
"DOUGLAS","05-09",1353,27,600,703,48.7458,83968.137,.51293421,.72875094,.5358463,.3126386,.3599409,.0820399,.0066519,440,652,1092,567,532,8,6,2,1115
"DOUGLAS","05-10",1571,21,609,606,50.4316,89990.682,.57797581,.75302356,.5225971,.308084,.4258434,.0579249,.0019096,569,709,1278,640,645,8,6,2,1301
"DOUGLAS","05-11",1602,37,721,703,51.5588,94671.368,.59363294,.77715355,.5174782,.3027466,.4350812,.0393258,.0037453,621,719,1340,657,698,2,3,2,1362
"DOUGLAS","05-12",1663,27,640,687,58.0422,116544.69,.71076369,.84305471,.5387853,.2705953,.4978954,.0318701,.0012026,784,718,1502,693,815,5,3,4,1520
"DOUGLAS","05-16",1505,26,592,692,50.5767,92861.233,.61262459,.76877075,.5189369,.3388704,.3953488,.0491694,.0019934,571,751,1322,650,652,15,7,3,1327
"DOUGLAS","05-19",1393,19,481,603,61.1601,135165.16,.75305098,.8413496,.5649677,.2246949,.5620962,.0201005,.0014358,744,581,1325,581,732,9,0,3,1325
"DOUGLAS","05-23",1734,33,699,551,50.8696,129881.59,.67070359,.82871974,.4925029,.2462514,.4809689,.023068,.0017301,780,671,1451,636,801,14,5,6,1462
"DOUGLAS","05-24",1759,37,648,604,48.0387,155700.15,.66799319,.80500287,.4940307,.235361,.4917567,.0278567,.0017055,823,726,1549,692,847,11,2,6,1558
"DOUGLAS","05-25",1560,27,664,814,48.8962,160754.87,.6474359,.79358977,.4852564,.2435897,.5051282,.0211538,.0019231,759,607,1366,582,770,7,3,2,1364
"DOUGLAS","05-26",1356,13,441,424,47.7286,156860.74,.65781713,.79867256,.4830383,.2522124,.4653392,.020649,.0014749,584,580,1164,545,610,6,3,5,1169
"DOUGLAS","06-02",1238,11,623,594,57.9572,164441.09,.72859448,.82552505,.5371567,.2843296,.4822294,.0242326,.0008078,578,561,1139,597,539,7,1,2,1146
"DOUGLAS","06-03",1540,22,596,594,55.0643,104718.29,.70194805,.82792211,.5285714,.3155844,.4448052,.0337662,.0064935,644,711,1355,684,660,6,2,6,1358
"DOUGLAS","06-04",1738,16,689,559,53.54,137879.42,.72612196,.83544302,.5143843,.3613349,.4165708,.0218642,.0017261,685,837,1522,822,683,14,5,4,1528
"DOUGLAS","06-07",1529,23,730,441,52.4173,100423.07,.59319818,.75931984,.527796,.3616743,.380641,.0457816,.0104644,517,752,1269,685,578,10,4,3,1280
"DOUGLAS","06-08",1677,16,803,602,55.7102,106270.11,.67978531,.80500895,.5390579,.3196184,.4382826,.0292188,.0065593,683,790,1473,765,716,7,2,4,1494
"DOUGLAS","06-09",1567,18,738,687,52.4432,141689.17,.76579452,.85768986,.5137205,.3714103,.393746,.0185067,.0031908,544,878,1422,877,533,11,2,6,1429
"DOUGLAS","06-10",1576,22,752,724,51.4169,120359.32,.69987309,.83692896,.5082487,.3413706,.4149746,.036802,.0019036,598,817,1415,803,596,13,4,5,1421
"DOUGLAS","06-12",1248,35,575,560,51.1394,71233.678,.55769229,.73878205,.505609,.3141026,.3878205,.0665064,.0104167,452,541,993,455,537,11,4,3,1010
"DOUGLAS","06-15",1695,21,556,574,51.5676,116569.33,.67964602,.8235988,.499705,.2814159,.4572271,.0412979,.0035398,728,734,1462,693,771,6,2,3,1475
"DOUGLAS","06-16",1562,24,664,785,50.3188,108061.62,.61971831,.76120359,.5006402,.3072983,.3982074,.0288092,.003201,571,787,1358,704,648,7,5,4,1368
"DOUGLAS","06-17",1437,28,476,619,48.9541,92929.881,.62004173,.78775227,.5114822,.322199,.3785664,.0584551,.0041754,498,782,1280,700,576,8,2,3,1289
"DOUGLAS","06-18",1626,7,171,192,50.1501,148345.65,.68204182,.82226324,.4932349,.2681427,.4735547,.0301353,.004305,725,657,1382,627,739,10,2,6,1384
"DOUGLAS","06-19",1486,21,610,829,49.9536,151894.25,.69179004,.82974428,.512786,.2537012,.4804845,.0296097,.0033647,660,641,1301,606,684,7,2,4,1303
"DOUGLAS","06-20",1434,21,618,747,50.9547,139607.02,.70292884,.83821476,.5090656,.2503487,.5027894,.0292887,.0034868,629,646,1275,620,629,14,1,1,1265
"DOUGLAS","06-21",1525,17,587,873,52.3386,124579.24,.68065572,.81836063,.5160656,.2498361,.504918,.0255738,.0019672,731,627,1358,573,790,3,3,2,1371
"DOUGLAS","06-23",1518,16,322,547,57.3329,140157.3,.71673256,.84650856,.5158103,.240448,.5355731,.0270092,.0019763,754,630,1384,610,760,15,3,5,1393
"DOUGLAS","06-24",1382,30,512,817,45.8929,164577.01,.57525325,.75325614,.5,.2373372,.4848046,.0325615,.0043415,680,648,1328,602,737,7,1,7,1354
"DOUGLAS","06-25",1267,3,655,500,47.7664,111943.67,.55011839,.73322809,.5327545,.2352013,.4814523,.0441989,.0007893,599,581,1180,499,688,14,3,1,1205
"DOUGLAS","06-27",1477,27,635,507,49.3196,92787.069,.63710225,.79553151,.5057549,.2125931,.5023696,.0223426,.0033852,690,553,1243,465,793,4,4,6,1272
"DOUGLAS","06-29",1425,14,468,617,50.4263,183590.63,.68350875,.8091228,.5122807,.2014035,.56,.0189474,.002807,763,545,1308,527,767,5,1,6,1306
"DOUGLAS","06-30",1051,8,287,446,51.0999,148570.66,.71741199,.85442436,.4985728,.1912464,.5908659,.0057088,.0038059,602,353,955,322,623,9,5,1,960
"DOUGLAS","06-31",1493,20,520,845,49.4595,138246.95,.66644341,.81848627,.5016745,.19357,.5793704,.0133958,.0013396,808,529,1337,482,848,10,2,3,1345
"DOUGLAS","07-01",1573,33,710,480,47.609,94908.286,.58169103,.77304512,.5422759,.4049587,.3426574,.0508582,.1678322,527,735,1262,699,575,5,4,9,1292
"DOUGLAS","07-03",1482,27,799,560,46.4531,87523.574,.53238869,.768556,.511471,.3643725,.3468286,.0391363,.0775978,436,775,1211,696,516,14,4,3,1233
"DOUGLAS","07-09",1591,39,773,540,50.0962,78320.227,.52419859,.71967316,.5443118,.3570082,.3526084,.0722816,.0238843,463,790,1253,729,558,13,11,0,1311
"DOUGLAS","07-10",1582,36,793,549,50.0177,142808.04,.68710494,.83059418,.5164349,.2996207,.4627054,.0183312,.0120101,679,716,1395,703,703,6,0,5,1417
"DOUGLAS","07-11",1571,35,753,580,52.571,130973.92,.67663908,.82558882,.5187778,.3055379,.4563972,.0362826,.0120942,669,732,1401,735,677,7,1,4,1424
"DOUGLAS","07-12",1690,27,728,702,51.2485,100663.22,.62426037,.79704142,.539645,.3266272,.3988166,.0343195,.0153846,643,822,1465,796,676,12,1,8,1493
"DOUGLAS","07-13",1606,38,660,783,45.5181,107468.03,.54109591,.73412204,.516812,.3300124,.3941469,.0466999,.0211706,557,827,1384,768,630,2,4,3,1407
"DOUGLAS","07-14",1614,29,625,832,54.5074,129863.06,.67781907,.82094175,.5266419,.2744734,.4783148,.0192069,.0061958,723,732,1455,690,762,11,2,9,1474
"DOUGLAS","07-16",1149,17,553,563,46.7258,62978.924,.47780678,.68755442,.5013055,.408181,.3011314,.0617929,.0861619,275,577,852,538,317,8,10,6,879
"DOUGLAS","07-17",1373,30,562,671,51.0095,99645.597,.65112889,.81354696,.5367808,.3488711,.3845594,.02622,.0189366,497,727,1224,700,525,5,2,4,1236
"DOUGLAS","07-18",1490,26,838,504,50.6134,106034.7,.63557047,.79328859,.5026846,.3026846,.4154362,.0463087,.0073826,595,698,1293,657,639,13,3,7,1319
"DOUGLAS","07-21",1606,19,646,871,50.4959,118175.53,.64321297,.80386055,.5124533,.260274,.4669988,.0211706,.003736,661,713,1374,642,729,14,3,2,1390
"DOUGLAS","07-27",1410,35,614,660,48.9504,89195.175,.51418442,.72127658,.5276596,.3609929,.3595745,.0397163,.0212766,477,767,1244,721,534,8,4,6,1273
"DOUGLAS","07-28",1529,16,366,392,55.9974,157551.32,.7298888,.85284501,.5238718,.2897319,.4839765,.0170046,.0032701,701,669,1370,672,698,6,1,4,1381
"DOUGLAS","07-29",1362,25,668,550,52.9273,177142.14,.71218795,.83920705,.4992658,.232746,.534508,.020558,.0080764,707,511,1218,509,702,5,1,4,1221
"DOUGLAS","07-30",1696,24,611,600,51.763,126241.23,.68808961,.81898582,.5141509,.290684,.4699292,.0294811,.0041274,673,732,1405,692,717,9,3,3,1424
"DOUGLAS","07-31",1539,17,540,621,49.6576,129468.45,.68875891,.83040935,.502924,.2995452,.4502924,.0389864,.0025991,648,729,1377,689,683,10,2,6,1390
"DOUGLAS","08-02",566,9,251,208,50.1752,79094.405,.58127207,.73321557,.5194346,.3515901,.3568905,.0636042,.0053004,187,272,459,237,213,7,3,1,461
"DOUGLAS","08-03",628,9,247,240,52.7834,64111.963,.57961786,.79140127,.5652866,.3773885,.3550955,.0557325,.0095541,212,332,544,282,274,6,0,1,563
"DOUGLAS","08-05",645,3,269,251,55.6202,82634.276,.64496124,.78759688,.5131783,.3379845,.3860465,.0635659,.0031008,242,309,551,276,279,1,2,0,558
"DOUGLAS","08-06",485,19,213,211,52.1072,87946.611,.62474227,.76701033,.5092784,.3402062,.3670103,.1175258,0,175,272,447,233,202,2,2,1,440
"DOUGLAS","08-07",822,18,317,437,57.3073,114238.91,.70316303,.8163017,.5012165,.2907543,.4854015,.0182482,.0060827,359,381,740,331,423,1,6,1,762
"DOUGLAS","08-08",1091,7,172,261,55.3071,133517.04,.71494043,.84601283,.5059578,.2548121,.5206233,.0192484,.0036664,534,443,977,413,556,2,1,0,972
"DOUGLAS","08-10",1466,2,59,90,45.4407,92665.941,.48976809,.71145976,.5088677,.4440655,.2742155,.074352,.2087312,407,819,1226,775,477,11,6,7,1276
"DOUGLAS","08-11",1143,16,686,425,43.9414,81725.465,.35433072,.63517058,.5336833,.4890639,.2178478,.079615,.2248469,269,616,885,588,319,5,8,4,924
"DOUGLAS","08-13",1839,24,434,1101,47.9587,135250.85,.66286027,.80043501,.4953779,.189777,.5606308,.023926,.0092442,1051,659,1710,579,1139,10,3,4,1735
"DOUGLAS","08-14",1291,23,345,691,50.3248,109583.79,.63206816,.76607281,.5228505,.2068164,.5197521,.0131681,.0030984,635,479,1114,399,719,6,3,4,1131
"DOUGLAS","08-15",1646,13,681,814,47.0857,99318.433,.51883352,.7241798,.5042527,.3942892,.3013366,.0650061,.0461725,404,813,1217,772,460,11,7,4,1254
"DOUGLAS","08-16",1854,38,716,841,53.164,149155.74,.66720605,.83495146,.5307443,.2799353,.487055,.0248112,.0124056,893,827,1720,800,915,4,2,10,1731
"DOUGLAS","08-17",1922,31,756,716,43.9402,127856.23,.56763786,.74089491,.5041623,.276795,.4261186,.0431842,.0182102,683,834,1517,762,757,5,3,3,1530
"DOUGLAS","08-19",1702,14,536,587,50.017,131033.79,.65393656,.83783782,.5094007,.3301998,.4018801,.0370153,.0176263,629,886,1515,835,691,5,2,0,1533
"DOUGLAS","08-20",1602,30,744,807,47.0212,125865.1,.62109864,.79213482,.5218477,.207241,.4825219,.0212235,.0049938,838,698,1536,593,961,10,4,4,1572
"DOUGLAS","08-23",1720,18,529,470,50.1192,132015.2,.62151164,.78546512,.5296512,.2674419,.4831395,.0325581,.0093023,890,842,1732,785,953,12,3,12,1765
"DOUGLAS","08-27",1542,6,45,44,51.131,134400.17,.66861218,.80479896,.536965,.2548638,.4993515,.0298314,.002594,757,677,1434,625,794,13,4,2,1438
"DOUGLAS","08-39",732,8,185,504,47.2869,115169.9,.54781419,.76092899,.5150273,.295082,.4166667,.057377,.0040984,275,338,613,309,307,3,2,0,621
"DOUGLAS","08-41",1689,21,390,859,46.0113,135320.36,.61456484,.79751331,.4949674,.2510361,.4985198,.027235,.0035524,796,784,1580,724,875,6,2,1,1608
"DOUGLAS","08-44",1608,9,429,427,45.967,143803.26,.5652985,.71828359,.4912935,.1840796,.5503731,.0242537,.0006219,1007,691,1698,632,1076,13,2,2,1725
"DUNDY","BENKELMAN I & OUGH",388,3,51,330,55.6486,82073.695,.67268044,.78092784,.5051546,.0850515,.7989691,.0103093,0,265,60,325,36,286,1,1,0,324
"DUNDY","BENKELMAN II",358,5,23,294,57.1145,65574.705,.63687152,.70949721,.5,.0502793,.8268157,.0391061,0,253,50,303,21,287,0,2,0,310
"DUNDY","BENKELMAN III",208,0,14,146,56.3558,83169.708,.70673078,.8125,.5480769,.0673077,.8076923,.0192308,0,118,50,168,16,159,0,0,0,175
"DUNDY","HAIGLER",132,3,17,109,57.0758,76789.981,.62121212,.74242425,.4772727,.1212121,.6590909,.0454545,0,85,32,117,23,96,0,0,0,119
"FILLMORE","EXETER TOWNSHIP",421,15,89,256,54.6603,70602.442,.65083134,.78147268,.5083135,.2066508,.6223278,.0190024,.0047506,216,123,339,86,254,3,0,3,346
"FILLMORE","FAIRMONT TOWNSHIP",366,8,57,225,55.8333,64274.42,.59289616,.69125682,.5,.1693989,.6311476,.0136612,0,169,102,271,69,205,1,1,0,276
"FILLMORE","LIBERTY/GLENGARY/FRANKLIN",468,7,94,289,53.9295,72079.079,.62179488,.76923078,.4935897,.2094017,.6004273,.0405983,.0064103,252,120,372,82,293,1,1,3,380
"FILLMORE","MOMENCE/BRYANT/HAMILTON",399,9,58,304,53.1479,82006.602,.66416043,.82957393,.4536341,.1052632,.7468672,.0175439,0,272,77,349,52,295,0,0,1,348
"FILLMORE","WEST BLUE/GRAFTON/BENNETT",276,5,38,189,54.1268,80585.852,.64130437,.81884056,.4710145,.1195652,.7717391,.0144928,0,166,71,237,39,199,1,0,0,239
"FRANKLIN","CAMPBELL",373,0,52,281,57.5147,75233.058,.5469169,.77211797,.4932976,.1474531,.6890081,.0268097,0,218,66,284,40,251,1,0,0,292
"FRANKLIN","EAST FRANKLIN",406,6,57,293,57.6207,64618.143,.58374387,.77093595,.5172414,.1059113,.7684729,.0270936,0,245,87,332,54,278,3,0,1,336
"FRANKLIN","HILDRETH",463,4,74,363,54.3996,94946.971,.64362854,.81857449,.4730022,.1187905,.74946,.0064795,0,332,84,416,59,350,3,0,1,413
"FRANKLIN","WEST FRANKLIN",669,1,93,500,56.0523,68101.052,.60388643,.77578473,.5171899,.0792227,.7698057,.0269058,0,406,143,549,82,468,2,1,1,554
"FRONTIER","CURTIS",533,8,56,392,52.9812,69697.058,.61350846,.73358351,.478424,.0675422,.8086304,.0131332,.0018762,329,128,457,58,402,2,1,1,464
"FRONTIER","EUSTIS",416,4,62,313,55.7644,84259.94,.64423078,.78605771,.4807692,.1274038,.7572116,.0096154,0,263,98,361,62,298,2,1,0,363
"FRONTIER","GARDEN PRAIRIE",118,4,5,99,56.6864,127563.22,.61864406,.81355929,.5,.0423729,.8220339,.0169492,0,81,9,90,5,84,0,0,0,89
"FRONTIER","MAYWOOD",258,4,31,189,55.0389,85055.824,.68217057,.79069769,.4379845,.0891473,.7790698,.0077519,.003876,167,54,221,32,192,1,2,0,227
"FRONTIER","STOCKVILLE",308,2,35,236,58.1526,116326.82,.62337661,.83766234,.4772727,.0844156,.8116883,.0064935,0,208,47,255,28,230,2,0,0,260
"FURNAS","ARAPAHOE",735,16,96,539,55.6054,77153.663,.60952383,.75782311,.5156463,.1238095,.7428572,.0244898,0,447,142,589,94,498,1,0,0,593
"FURNAS","BEAVER CITY",460,0,64,335,54.6659,62989.383,.62608695,.71304345,.5108696,.1043478,.7652174,.023913,0,284,94,378,51,328,1,0,0,380
"FURNAS","CAMBRIDGE",832,9,111,585,54.3546,80326.107,.56730771,.734375,.5108173,.1177885,.6971154,.0180288,0,485,190,675,104,566,4,0,3,677
"FURNAS","EDISON",143,2,15,92,56.8169,71059.811,.53846157,.69230771,.4965035,.0979021,.6993007,.013986,0,68,27,95,19,78,0,1,0,98
"FURNAS","HOLBROOK",200,3,24,150,57.385,67349.975,.55500001,.70999998,.5,.16,.665,.02,.01,123,33,156,17,139,1,0,0,157
"FURNAS","OXFORD",408,3,60,298,54.3529,68077.095,.51225489,.70098037,.4803922,.1372549,.6887255,.0098039,0,228,80,308,43,264,0,0,0,307
"FURNAS","WILSONVILLE",113,3,19,73,59.2655,80822.087,.63716817,.75221241,.5132743,.1415929,.6460177,.0176991,0,67,26,93,19,74,0,0,0,93
"GAGE","ADAMS AREA",1385,26,278,891,51.4022,119094.14,.62815887,.81949461,.4960289,.165343,.6707581,.0180505,0,804,423,1227,288,924,8,3,0,1223
"GAGE","BEATRICE WARD 1",1783,23,514,913,57.9944,82321.059,.60515982,.74593383,.5344924,.220415,.5619742,.0157039,0,826,643,1469,507,925,8,7,4,1451
"GAGE","BEATRICE WARD 2",1714,44,489,950,55.3921,66155.088,.56592768,.72228706,.5297549,.2287048,.5175029,.0210035,0,713,649,1362,498,856,21,7,3,1385
"GAGE","BEATRICE WARD 3",1361,32,353,674,52.3687,62149.304,.47979426,.64952242,.4944893,.2079353,.4988979,.0315944,0,539,541,1080,350,718,7,7,3,1085
"GAGE","BEATRICE WARD 4",1788,39,530,976,56.4183,67774.705,.5978747,.75559282,.5441834,.2309843,.5369127,.0201342,0,766,692,1458,514,937,6,10,4,1471
"GAGE","FILLEY/VIRGINIA AREA",703,12,153,471,54.596,88752.795,.68136555,.83214796,.4736842,.1678521,.6600285,.0113798,0,402,220,622,131,481,2,1,5,620
"GAGE","HOMESTEAD AREA",898,15,229,551,56.157,98776.329,.65033406,.82739419,.4710468,.1726058,.6536748,.0077951,0,492,308,800,223,572,7,4,1,807
"GAGE","NW QUAD AREA",1437,27,379,895,53.2944,102916.49,.63952678,.81280446,.4940849,.1802366,.6263048,.0076548,0,785,485,1270,327,928,8,3,5,1271
"GAGE","ODELL AREA",614,5,145,404,54.4397,87250.927,.60423452,.81433225,.4983713,.2410423,.6205212,.0114007,0,348,181,529,113,416,2,0,0,531
"GAGE","WYMORE AREA",1288,15,313,718,56.5078,62599.209,.59704971,.72903728,.4914596,.2430124,.5271739,.0139752,.0007764,562,437,999,281,731,6,5,2,1025
"GARDEN","BLUE CREEK",341,5,44,273,59.6364,66702.692,.66862172,.78005862,.4985337,.0791789,.7624633,.0029326,0,234,82,316,49,265,1,0,0,315
"GARDEN","LISCO",106,3,12,91,56.5,65166.571,.59433961,.74528301,.509434,.0849057,.6981132,0,0,66,22,88,15,74,0,0,0,89
"GARDEN","LOST CREEK",456,7,54,387,56.0154,63503.771,.67105263,.81359649,.4912281,.122807,.7850877,.0263158,.002193,295,98,393,58,339,3,0,0,400
"GARDEN","OSHKOSH 1",341,3,51,265,59.2389,61648.401,.76539588,.82404691,.5014663,.0821114,.7829912,.0410557,0,236,71,307,40,271,1,0,1,313
"GARFIELD","RURAL GARFIELD COUNTY",504,3,42,413,53.9544,79282.298,.63293654,.81150794,.4801587,.0793651,.859127,.0099206,0,362,70,432,33,403,2,0,0,438
"GARFIELD","WARD I CITY OF BURWELL",663,3,50,269,55.1101,65729.949,.64856714,.75113124,.5294118,.081448,.8340875,.0120664,0,427,133,560,82,488,3,1,0,574
"GOSPER","1",508,4,67,342,54.4134,80698.872,.63385826,.75393701,.4862205,.0590551,.8169292,.0216535,.0019685,340,95,435,67,364,0,2,1,434
"GOSPER","2",536,3,111,299,58.028,88353.014,.65111941,.81716418,.4850746,.1455224,.7238806,.0279851,0,333,137,470,113,348,2,0,1,464
"GOSPER","3",244,1,26,189,53.4467,95399.077,.5942623,.77049178,.4754098,.0655738,.7909836,.0081967,0,179,38,217,23,192,2,0,0,217
"GRANT","GRANT COUNTY",409,7,20,369,54.3105,74349.009,.66503668,.85085577,.4889975,.0488998,.8899755,.007335,0,322,37,359,15,349,0,0,0,364
"GREELEY","GREELEY",431,9,91,267,55.6775,69870.728,.71925753,.78886312,.5058005,.3132251,.5939675,.0116009,0,235,112,347,72,272,2,0,4,350
"GREELEY","SCOTIA",311,2,45,191,55.1125,69312,.70096463,.77813506,.4758843,.1672026,.7009646,.0032154,0,175,73,248,47,202,1,2,1,253
"GREELEY","SPALDING",513,2,69,378,53.9357,80251.251,.70565301,.78362572,.4775828,.2397661,.6900585,.0116959,0,334,79,413,52,363,1,0,1,417
"GREELEY","WOLBACH",260,0,24,177,54.2308,76668,.62307692,.74230766,.4730769,.1538462,.75,.0269231,0,164,46,210,21,192,0,0,1,214
"HALL","EIGHT",1280,31,464,669,53.0766,75050.831,.49609375,.71640623,.5195313,.2609375,.46875,.1523438,.0015625,510,474,984,380,591,5,5,2,983
"HALL","ELEVEN",1233,24,365,665,53.4355,69901.917,.47769669,.7161395,.5498784,.2530414,.4712084,.1443633,.0016221,483,424,907,305,600,9,2,4,920
"HALL","FIVE",1286,22,358,784,57.7175,114290,.63996887,.81104201,.5272162,.222395,.6018662,.0575428,.0007776,671,373,1044,313,714,10,5,3,1045
"HALL","FOUR",1444,22,305,543,50.7902,64040.959,.42728531,.66897506,.5090027,.2735457,.4750693,.2119114,.0034626,550,440,990,342,657,4,5,2,1010
"HALL","FOURTEEN",1810,17,434,1262,52.6127,96631.839,.60662985,.80000001,.4944751,.1469613,.6834254,.0486188,0,1051,478,1529,340,1196,6,6,0,1548
"HALL","NINETEEN",1438,13,178,444,53.723,107364.54,.60292071,.75104314,.5111266,.1815021,.6265647,.0570236,.0020862,731,499,1230,401,816,6,5,1,1229
"HALL","ONE",1279,26,422,580,51.0086,61104.949,.38936669,.66223609,.5269742,.3182174,.4175137,.252541,.0015637,426,469,895,355,537,7,6,8,913
"HALL","SEVEN",1255,30,374,620,51.9323,79203.734,.46932271,.69243026,.52749,.2398406,.4868526,.165737,.0015936,473,424,897,332,563,5,7,2,909
"HALL","SEVENTEEN",1280,17,279,552,53.6414,85807.585,.4921875,.71171874,.4953125,.2523437,.5242187,.1515625,.0085938,512,408,920,307,614,7,2,1,931
"HALL","SIX",1267,22,342,735,52.9826,67279.582,.39936858,.65272295,.5272297,.2691397,.4790845,.1831097,.0031571,444,374,818,281,545,6,4,4,840
"HALL","THREE",1016,27,381,573,49.2283,55227.183,.3297244,.57086617,.4645669,.3051181,.375,.2864173,.0127953,264,355,619,259,355,2,2,3,621
"HALL","TWELVE",1132,17,359,406,51.121,114270.31,.53975266,.74293286,.520318,.1634276,.6095406,.0591873,.0008834,582,392,974,289,676,9,2,2,978
"HALL","TWENTY",1045,0,0,0,54.9262,113853.52,.60382777,.7751196,.5339713,.1885168,.6057416,.0593301,.0009569,559,322,881,287,591,2,0,3,883
"HALL","TWENTY-FOUR",1325,26,242,904,52.6423,108894.28,.56075472,.76981133,.5071698,.1509434,.68,.0158491,0,771,349,1120,223,892,10,1,3,1129
"HALL","TWENTY-ONE",1075,13,122,611,52.6186,86855.165,.6204651,.79348838,.4772093,.1404651,.7106977,.0195349,0,670,238,908,140,757,7,1,3,908
"HALL","TWENTY-THREE",638,9,93,368,53.0204,85232.714,.484326,.72884011,.5094044,.1551724,.6410658,.0877743,0,347,151,498,99,395,3,1,2,500
"HALL","TWENTY-TWO",1252,22,260,869,53.0583,88233.533,.56709266,.78993613,.5,.1773163,.6126198,.0710863,.0007987,755,325,1080,236,833,7,1,5,1082
"HALL","TWO",1366,5,212,239,49.0168,52058.446,.28770131,.57247436,.5131772,.3594436,.329429,.4070278,.0021962,338,436,774,354,432,3,5,1,795
"HAMILTON","PRECINCT 4",199,3,29,161,52.0402,118596.61,.77889448,.84422112,.4422111,.0904523,.8040201,0,0,139,35,174,25,156,1,0,0,182
"HAMILTON","PRECINCT 5",696,7,91,462,51.0043,100156,.69827586,.78735632,.5,.1091954,.7255747,.0244253,0,466,133,599,95,499,2,2,0,598
"HAMILTON","PRECINCT 6",295,5,27,237,52.9966,108810.06,.779661,.84745765,.4542373,.0745763,.8372881,.0135593,0,226,49,275,33,243,2,0,0,278
"HAMILTON","PRECINCT 7",488,3,64,351,56.5758,101135.51,.60655737,.81762296,.4877049,.1004098,.7848361,.022541,0,333,86,419,63,345,7,0,1,416
"HAMILTON","PRECINCT 8",418,7,52,285,51.7871,89249.471,.58133972,.72727275,.4617225,.1435407,.6913875,.0119617,0,268,91,359,55,302,1,3,0,361
"HARLAN","CENTRAL ALMA",874,6,44,213,56.6133,72047.281,.59839815,.76086956,.5022883,.1361556,.7242563,.0183066,0,492,195,687,113,575,1,1,2,692
"HARLAN","HUNTLEY-RAGAN",1287,3,33,193,55.8788,67689.986,.66355866,.80341882,.4763015,.1274281,.7342657,.01554,0,876,224,1100,166,930,5,4,3,1108
"HAYES","PRECINCT 2",205,1,13,171,53.9024,82568.357,.60975611,.8097561,.4829268,.0390244,.8439025,.0097561,0,149,20,169,2,167,0,0,0,169
"HAYES","PRECINCT 3",199,2,14,158,55.5528,78175.11,.62814069,.81407034,.4874372,.0552764,.8291457,.0050251,0,143,20,163,9,153,1,0,1,164
"HITCHCOCK","CULBERTSON",626,11,57,500,55.6102,68803.322,.60223645,.78753996,.5111821,.0910543,.7619808,.0127796,0,402,130,532,48,484,2,1,0,535
