name,party,state,incumbent_challenge_full,raised,spent
"LAWRENCE, BRENDA LULENAR",DEM,MI,Incumbent,"$872,534.44 ","$700,510.92 "
"LEVIN, SANDER M MR",DEM,MI,Incumbent,"$1,306,856.98 ","$1,279,793.74 "
"MOOLENAAR, JOHN",REP,MI,Incumbent,"$1,055,125.41 ","$1,045,552.12 "
"WALBERG, TIMOTHY L HON.",REP,MI,Incumbent,"$2,406,972.54 ","$2,575,216.79 "
"BISHOP, MIKE",REP,MI,Incumbent,"$1,651,429.76 ","$1,591,430.85 "
"TROTT, DAVID A",REP,MI,Incumbent,"$1,353,149.44 ","$1,376,818.13 "
"DINGELL, DEBBIE",DEM,MI,Incumbent,"$1,176,763.41 ","$1,056,245.10 "
"CONYERS, JOHN JR.",DEM,MI,Incumbent,"$627,678.40 ","$622,192.61 "
"UPTON, FREDERICK STEPHEN",REP,MI,Incumbent,"$2,985,193.30 ","$2,546,883.56 "
"MILLER, CANDICE S.",REP,MI,Incumbent,"$9,581.91 ","$695,021.46 "
"ALLEN, JASON EDWARD",REP,MI,Open seat,"$429,674.61 ","$429,426.44 "
"CLARKE, HANSEN",DEM,MI,Open seat,"$1,075.90 ",$137.00 
"MITCHELL, PAUL III",REP,MI,Open seat,"$3,982,089.77 ","$3,970,681.06 "
"SCHERTZING, ERIC ANTHONY",DEM,MI,Open seat,"$2,808.66 ","$3,533.94 "
"GRETTENBERGER, SUSAN",DEM,MI,Open seat,$0 ,"$1,000.00 "
"BARNETT, BRYAN K",REP,MI,Open seat,$0 ,$0 
"HOBBS, RUDY",DEM,MI,Open seat,$0 ,"$14,650.00 "
"MORTON, MAURICE G",DEM,MI,Open seat,$0 ,$0 
"CANNON, NELSON JEROME",DEM,MI,Open seat,"$79,730.67 ","$80,684.46 "
"BERGMAN, JOHN",REP,MI,Open seat,"$1,392,239.43 ","$1,377,305.77 "
"BOSTOW, DIANE EVELYN",LIB,MI,Open seat,"$6,574.24 ","$6,189.39 "
"FLYNN, MICHAEL",REP,MI,Open seat,"$67,252.81 ","$60,693.21 "
"PAVLOV, PHILLIP S.",REP,MI,Open seat,"$413,006.51 ","$415,049.85 "
"SANBORN, ALAN",REP,MI,Open seat,"$63,538.40 ","$63,538.40 "
"FORLINI, ANTHONY G.",REP,MI,Open seat,"$122,157.21 ","$121,269.10 "
"ACCAVITTI, FRANK MR. JR",DEM,MI,Open seat,"$48,426.12 ","$48,426.12 "
"VANASSCHE, DAVID JAMES",REP,MI,Open seat,"$170,991.74 ","$170,829.76 "
"CASPERSON, TOM",REP,MI,Open seat,"$521,890.66 ","$521,570.27 "
"VAN KLEECK, MICHAEL",REP,MI,Open seat,$0 ,$0 
"GREGORY, VINCENT",DEM,MI,Open seat,$0 ,$0 
"SHELTROWN, JOEL ",DEM,MI,Open seat,$0 ,$0 
"BOWMAN, TERRENCE MICHAEL",REP,MI,Open seat,$0 ,$0 
"DUNWOODY, STEPHEN",DEM,MI,Open seat,$0 ,$0 
"HOLMES, JEFF",DEM,MI,Open seat,$0 ,$0 
"GILLARD, MATTHEW OLSON",DEM,MI,Open seat,$0 ,$0 
"LARSON, CHRIS",REP,MI,Open seat,$0 ,$0 
"DARGA, KENNETH JAMES",DEM,MI,Open seat,$0 ,$0 
"LAMBERT, PATRICK",IND,MI,Open seat,$0 ,$0 
"STILLINGS, THOMAS F",REP,MI,Open seat,$0 ,$0 
"REICHARDT, JOHN FIELD",REP,MI,Open seat,$0 ,$0 
"RACZKOWSKI, ANDREW ROCKY",REP,MI,Open seat,$0 ,$0 
"JOHNSON, LOUISE E",REP,MI,Open seat,$0 ,$0 
"HAGEDORN, JAMES",REP,MN,Challenger,"$368,847.14 ","$370,919.23 "
"CLARK, TARRYL LYNN",DEM,MN,Challenger,"$15,411.71 ","$20,578.70 "
"OBERMUELLER, MICHAEL E.",DFL,MN,Challenger,"$2,947.09 ","$15,210.24 "
"GERSON, DAVID ADAM",REP,MN,Challenger,"$260,305.55 ","$158,430.57 "
"SUND, SHARON ",DEM,MN,Challenger,"$7,932.25 ","$7,670.11 "
"CRAFT, THOMAS EDWARD",DEM,MN,Challenger,$150.00 ,$200.96 
"ROBERTS, MICHAEL JERARD",DEM,MN,Challenger,$64.00 ,$763.00 
"WALHGREN, SHARNA",REP,MN,Challenger,$750.00 ,"$2,194.85 "
"DAGGETT, DOUGLAS JAMES",REP,MN,Challenger,$67.02 ,"$2,612.76 "
"WESTROM, TORREY NORMAN",REP,MN,Challenger,$155.01 ,"$3,111.44 "
"MILLS, STEWART MR.",REP,MN,Challenger,"$3,778,710.55 ","$3,777,616.71 "
"LAWRENCE, MARY",DFL,MN,Challenger,"$1,581,291.69 ","$1,548,173.16 "
"CRAIG, ANGELA DAWN",DEM,MN,Challenger,"$4,811,520.19 ","$4,799,017.54 "
"RYAN, GREGORY THOMAS",REP,MN,Challenger,"$65,628.55 ","$62,633.03 "
"BACHMANN, MICHELE",REP,MN,Challenger,"$258,713.70 ","$232,836.76 "
"HELLAND, ROBERT RANDOLPH",UNK,MN,Challenger,"$4,743.00 ","$4,752.00 "
"KERN, ALIENA JEANENE",REP,MN,Challenger,"$29,031.12 ","$28,097.61 "
"HINSON, AMANDA LYNN",REP,MN,Challenger,"$25,838.96 ","$26,017.48 "
"WINGE, KEVIN BIRDEEN",IND,MN,Challenger,"$13,651.00 ","$13,650.00 "
"HUGHES, DAVID RUSSELL MR.",REP,MN,Challenger,"$19,835.65 ","$19,563.84 "
"BONOFF, TERRI",DFL,MN,Challenger,"$1,975,383.62 ","$1,974,811.76 "
"SMITH, KEVIN",DEM,MN,Challenger,$0 ,$0 
"ANDERSON, BOB",OTH,MN,Challenger,$0 ,$0 
"CAVLAN, MICHAEL J",OTH,MN,Challenger,$0 ,$0 
"TORGERSON, LYNNE",REP,MN,Challenger,$0 ,$0 
"CRAVAACK, RAYMOND J MR.",REP,MN,Challenger,$0 ,$0 
"INDUSOGIE, PETER",DFL,MN,Challenger,$0 ,$0 
"MCKINZIE, MARION FRANK I",REP,MN,Challenger,$0 ,$0 
"TINKLENBERG, ELWYN GLENN",DEM,MN,Challenger,$0 ,$0 
"ANDERSON, JEFF",DEM,MN,Challenger,$0 ,$0 
"MCCOLLUM, BETTY",DFL,MN,Incumbent,"$920,365.29 ","$966,856.30 "
"PETERSON, COLLIN CLARK",DEM,MN,Incumbent,"$1,203,941.53 ","$684,956.19 "
"NOLAN, RICHARD M.",DFL,MN,Incumbent,"$3,047,314.20 ","$2,892,902.31 "
"EMMER, THOMAS EARL JR.",REP,MN,Incumbent,"$1,887,293.93 ","$1,767,927.84 "
"WALZ, TIMOTHY J",DEM,MN,Incumbent,"$1,572,880.80 ","$1,610,108.27 "
"ELLISON, KEITH MAURICE",DEM,MN,Incumbent,"$2,799,429.48 ","$2,472,467.93 "
"PAULSEN, ERIK",REP,MN,Incumbent,"$4,954,433.03 ","$5,782,424.64 "
"KLINE, JOHN PAUL JR",REP,MN,Incumbent,"$745,880.89 ","$668,113.39 "
"OVERBY, PAULA MIRARE",IDP,MN,Open seat,"$3,817.61 ","$4,100.26 "
"LEWIS, JASON MARK MR.",REP,MN,Open seat,"$1,045,808.60 ","$1,035,971.94 "
"MYHRA, PAMELA J",REP,MN,Open seat,"$52,677.38 ","$52,588.86 "
"HOWE, JOHN STERLING",REP,MN,Open seat,"$851,389.09 ","$842,559.95 "
"MILLER, DARLENE",REP,MN,Open seat,"$438,300.53 ","$438,300.53 "
"ERICKSON, MATTHEW D",REP,MN,Open seat,"$64,001.88 ","$64,841.11 "
"CARNAHAN, JOHN RUSSELL",DEM,MO,Challenger,"$2,627.28 ","$2,840.00 "
"LIEBER, ARTHUR H.",DEM,MO,Challenger,$0 ,"$8,789.96 "
"RILEY, BRIAN",REP,MO,Challenger,$0 ,$0 
"YARBER, KYLE A",DEM,MO,Challenger,"$2,148.00 ","$2,068.00 "
"MOON, C MICHAEL",REP,MO,Challenger,$0 ,$0 
"BURRIS, MICHAEL CRAIG",REP,MO,Challenger,"$1,700.02 ","$1,829.94 "
"HEDGE, W A (BILL) DR",DEM,MO,Challenger,$0 ,$0 
"EVANS, JIM",DEM,MO,Challenger,"$19,751.41 ","$20,000.00 "
"MAHN, DANIEL TODD",REP,MO,Challenger,"$16,425.00 ","$12,164.54 "
"HOLMES, ERIC",DEM,MO,Challenger,$0 ,$122.38 
"WEBB, JOHN E",REP,MO,Challenger,"$14,656.00 ","$15,944.00 "
"WILLIAMS, REBECCA GENEVIEVE MS",DEM,MO,Challenger,"$20,564.30 ","$20,964.32 "
"ENYART, DOUGLAS ALLEN",CON,MO,Challenger,$0 ,$0 
"STOCKER, BARBARA HAMILL",DEM,MO,Challenger,"$10,050.00 ","$65,984.72 "
"CHAPPELLE-NADAL, MARIA",DEM,MO,Challenger,"$82,390.50 ","$82,390.50 "
"BERRY, PAUL III",REP,MO,Challenger,$0 ,$0 
"OTTO, BILL MR.",DEM,MO,Challenger,"$463,311.27 ","$463,311.27 "
"SIMMONS, DOANITA MRS",CON,MO,Challenger,"$2,663.00 ","$1,894.00 "
"WHITE, JAMES LLOYD",DEM,MO,Challenger,"$9,815.47 ","$6,689.32 "
"CHRISTENSEN, GORDON DR.",DEM,MO,Challenger,"$217,312.08 ","$216,337.44 "
"TURK, JACOB",REP,MO,Challenger,"$124,450.53 ","$123,800.91 "
"RUCKER, AUSTIN JONATHAN",REP,MO,Challenger,$310.00 ,$17.00 
"GONZALEZ, TRAVIS",DEM,MO,Challenger,$221.00 ,$0 
"BYRNE, MARY RADASZEWSKI MRS",REP,MO,Challenger,"$29,108.21 ","$29,108.21 "
"BROWN, HAL",REP,MO,Challenger,"$58,168.33 ","$57,030.42 "
"HAAS, WILLIAM C",DEM,MO,Challenger,"$12,264.00 ","$12,263.00 "
"BLUNT, ROY",REP,MO,Challenger,$0 ,$0 
"THARP, BRIAN L",REP,MO,Challenger,$0 ,$0 
"KOEHR, DAVID",REP,MO,Challenger,$0 ,$0 
"MAYER, ERIC C",DEM,MO,Challenger,$0 ,$0 
"BROWNING, DAVID R",LIB,MO,Challenger,$0 ,$0 
"HUNTER, STEPHEN D",REP,MO,Challenger,$0 ,$0 
"WALLACE, RUSSELL EDWARD",REP,MO,Challenger,$0 ,$0 
"REED, CLIFFORD JEFFREY",DEM,MO,Challenger,$0 ,$0 
"IRVIN, NATHANIEL AUGUSTUS",DEM,MO,Challenger,$0 ,$0 
"HAMPTON, TERRY LYNN",IND,MO,Challenger,$0 ,$0 
"STILSON, THOMAS SHANE",REP,MO,Challenger,$0 ,$0 
"FEAGLE, ANDREW CHARLES",IND,MO,Challenger,$0 ,$0 
"RINEHART, CATHY",DEM,MO,Challenger,$0 ,$0 
"ELDER, DANIEL ",REP,MO,Challenger,$0 ,$0 
"HAMLIN, ROBYN L",REP,MO,Challenger,$0 ,$0 
"DWYER, CHRISTOPHER WILLAIM",LIB,MO,Challenger,$0 ,$0 
"BRITTON, CANDICE LEE",DEM,MO,Challenger,$0 ,$0 
"AKIN, W TODD",REP,MO,Challenger,$0 ,$0 
"PARNELL, JEFFREY",REP,MO,Challenger,$0 ,$0 
"WORKS, GEORGE MARSHALL",REP,MO,Challenger,$0 ,$0 
"CLAY, WILLIAM LACY JR",DEM,MO,Incumbent,"$660,079.99 ","$738,018.68 "
"HARTZLER, VICKY",REP,MO,Incumbent,"$928,062.53 ","$918,745.78 "
"GRAVES, SAMUEL B JR 'SAM'",REP,MO,Incumbent,"$1,526,911.24 ","$1,465,582.25 "
"LONG, BILLY MR.",REP,MO,Incumbent,"$1,468,339.43 ","$1,640,591.29 "
"WAGNER, ANN L.",REP,MO,Incumbent,"$2,326,366.10 ","$1,526,930.25 "
"CLEAVER, EMANUEL II",DEM,MO,Incumbent,"$1,165,082.56 ","$793,180.46 "
"SMITH, JASON T",UNK,MO,Incumbent,"$1,696,238.68 ","$1,312,776.97 "
"LUETKEMEYER, W BLAINE",REP,MO,Incumbent,"$1,905,574.11 ","$1,012,689.21 "
"GAW, ROBERT STEVEN",DEM,MO,Open seat,$0 ,$0 
"SOTELO, PEDRO JUAN",REP,MO,Open seat,$0 ,$0 
"RICHARDSON, TODD",REP,MO,Open seat,$0 ,$0 
"MOORE, DARRELL LEE",REP,MO,Open seat,$0 ,$0 
"MOORE, DEAN RICHARD JR",IND,MO,Open seat,$0 ,$0 
"GEORGE, ROBERT WILBURN MD",IND,MO,Open seat,$0 ,$0 
"WARDELL, MICHAEL",REP,MO,Open seat,$0 ,$0 
"CAMACHO, JOSEPH JAMES NORITA",OTH,MP,Challenger,$0 ,$0 
"SABLAN, GREGORIO KILILI CAMACHO",IND,MP,Incumbent,"$46,910.60 ","$56,474.77 "
"MCGLOWAN, ANGELA",REP,MS,Challenger,$0 ,$0 
"MCTEER, HEATHER",DEM,MS,Challenger,$0 ,$0 
"SPARKS, DANIEL HUDSON",UNK,MS,Challenger,"$27,100.28 ","$15,977.04 "
"BOUIE II, JOHN MR",REP,MS,Challenger,$0 ,$0 
"GLADNEY, MARK DEY",DEM,MS,Challenger,"$61,077.05 ","$61,077.05 "
"CARTER, THOMAS G",REP,MS,Challenger,$0 ,$0 
"COOK, RICHARD",REP,MS,Challenger,$0 ,$0 
"ROBINSON, JOSEPH A JR",LIB,MS,Challenger,$0 ,$0 
"SHOEMAKE, SHELLEY",REF,MS,Challenger,$0 ,$0 
"DICKEY, RON ",DEM,MS,Challenger,$0 ,$0 
"BEDWELL, DANNY",LIB,MS,Challenger,$0 ,$0 
"GILL, JOEL L",DEM,MS,Challenger,$0 ,$0 
"WILLIAMS, RON",LIB,MS,Challenger,$0 ,$0 
"REICH, EDWARD DONALD",IND,MS,Challenger,$0 ,$0 
"MOORE, MATTHEW RYAN SR",DEM,MS,Challenger,$0 ,$0 
"BAILEY, GEORGE B JR",REP,MS,Challenger,$0 ,$0 
"MARCY, WILLIAM LOUIS",REP,MS,Challenger,$0 ,$0 
"NUNNELEE, PATRICK ALAN",REP,MS,Incumbent,"$25,558.24 ","$436,639.47 "
"PALAZZO, STEVEN MCCARTY",REP,MS,Incumbent,"$782,618.10 ","$609,274.42 "
"THOMPSON, BENNIE G.",DEM,MS,Incumbent,"$1,029,909.16 ","$1,029,507.38 "
"KELLY, JOHN TRENT",REP,MS,Incumbent,"$1,104,907.86 ","$950,930.06 "
"HARPER, GREGG",REP,MS,Incumbent,"$1,009,225.00 ","$1,153,288.68 "
"ROSS, HERMAN HENRY II",REP,MS,Open seat,"$107,933.48 ","$108,000.49 "
"TAGERT, MIKE",REP,MS,Open seat,"$481,355.00 ","$474,519.78 "
"ADAMS, BOYCE",REP,MS,Open seat,"$526,765.41 ","$510,200.03 "
"COLLINS, NANCY",REP,MS,Open seat,"$247,121.35 ","$247,121.35 "
"PIRKLE, GREGORY D.",REP,MS,Open seat,"$462,392.04 ","$462,392.04 "
"MILLS, MICHAEL P. JR",REP,MS,Open seat,"$181,600.00 ","$181,600.00 "
"JONES, ROGER STARNER DR.",REP,MS,Open seat,"$538,358.00 ","$538,358.00 "
"HOLLIDAY, ED",REP,MS,Open seat,"$140,365.00 ","$140,365.00 "
"ADCOCK, SAM",REP,MS,Open seat,"$316,231.96 ","$316,231.96 "
"WHITWELL, ROBERT QUENTIN JR",REP,MS,Open seat,"$218,790.27 ","$218,740.27 "
"ZINN, WALTER H",DEM,MS,Open seat,"$29,860.28 ","$29,823.42 "
"JUNEAU, DENISE",DEM,MT,Challenger,"$2,760,222.95 ","$2,704,818.60 "
"FRENCH, MARK TODD",REP,MT,Challenger,$0 ,$0 
"DAINES, STEVEN",REP,MT,Challenger,$0 ,$0 
"ZINKE, RYAN K",REP,MT,Incumbent,"$5,680,723.67 ","$6,064,302.48 "
"ROSENDALE, MATT",REP,MT,Open seat,"$19,066.53 ","$15,533.29 "
"LEWIS, JOHN",DEM,MT,Open seat,"$13,754.52 ","$32,239.80 "
"STAPLETON, COREY",REP,MT,Open seat,"$16,873.00 ","$17,218.43 "
"WHITE WOLF, SHAWN PAUL",IND,MT,Open seat,$0 ,$0 
"WARD, JASON",DEM,MT,Open seat,$0 ,$0 
"ABARR, JOHN ALLEN",DEM,MT,Open seat,$0 ,$0 
"KAISER, DAVID",LIB,MT,Open seat,$0 ,$0 
"ROCHE, FRANK",REP,NC,Challenger,"$28,780.89 ","$28,780.89 "
"TAYLOR, JAMES EDWARD II",REP,NC,Challenger,$0 ,$0 
"D'ANNUNZIO, TIMOTHY BRUCE",REP,NC,Challenger,"$239,410.86 ","$238,008.32 "
"KEADLE, SCOTT",REP,NC,Challenger,$0 ,"$2,750.67 "
"REEVES, RALPH BERNARD III",REP,NC,Challenger,$0 ,$0 
"FORIEST, ANTHONY E",DEM,NC,Challenger,$0 ,$0 
"WHITLEY, JOHN MATTHEW",REP,NC,Challenger,$0 ,$0 
"MURPHY, TIMOTHY RICHARD",DEM,NC,Challenger,$0 ,$0 
"BELLAMY, TERRY M",DEM,NC,Challenger,"$1,312.50 ","$1,702.50 "
"WATT, MELVIN L",DEM,NC,Challenger,$0 ,"$8,646.53 "
"RICH, ARTHUR JASON",REP,NC,Challenger,$730.00 ,$746.00 
"BARNES, HOUSTON",DEM,NC,Challenger,$0 ,"$20,114.78 "
"AIKEN, CLAYTON CLAY",DEM,NC,Challenger,"$4,943.93 ","$4,975.65 "
"GRIFFIN, WILLIAM TAYLOR",REP,NC,Challenger,"$359,680.06 ","$357,845.39 "
"SNYDER, JAMES E JR",REP,NC,Challenger,$0 ,$0 
"HENLEY, GARDENIA M",DEM,NC,Challenger,"$10,375.98 ","$10,265.96 "
"DAVIS, BRUCE EDWARD SR.",DEM,NC,Challenger,"$94,642.00 ","$92,433.59 "
"KOPF, KENN",REP,NC,Challenger,"$7,351.00 ","$12,351.00 "
"CASTEEN, J WESLEY",DEM,NC,Challenger,"$14,888.00 ","$14,887.38 "
"MACQUEEN, TATE",DEM,NC,Challenger,$815.00 ,$198.24 
"HILL, TOM",DEM,NC,Challenger,"$4,464.01 ","$4,649.06 "
"GRAHAM, MALCOLM",DEM,NC,Challenger,"$104,622.49 ","$104,908.89 "
"THREATT, ARCHIE LEON",REP,NC,Challenger,"$41,698.75 ","$41,628.12 "
"CLEARY, BRENDA LEWIS",DEM,NC,Challenger,$0 ,"$10,515.81 "
"SANYAL, ARUNAVA ""RON""",DEM,NC,Challenger,"$10,449.00 ","$10,926.00 "
"DEW, HAROLD POWELL JR",REP,NC,Challenger,"$21,148.00 ","$21,148.00 "
"SUMMERELL, JOSEPH JOHN MR.",LIB,NC,Challenger,"$21,511.64 ","$21,726.20 "
"DUNCAN, JAMES",REP,NC,Challenger,"$535,238.12 ","$467,017.12 "
"DALY, KAY MRS.",REP,NC,Challenger,"$187,781.57 ","$111,215.78 "
"COKER, ADAM WARD",DEM,NC,Challenger,"$21,731.30 ","$22,993.73 "
"BRANNON, GREGORY",REP,NC,Challenger,"$116,145.99 ","$115,819.47 "
"LAW, PHILIP JOSEPH",REP,NC,Challenger,"$154,532.32 ","$154,532.32 "
"REEVES, ERNEST T",DEM,NC,Challenger,$0 ,$0 
"BARRETT, CHARLES DANIEL",REP,NC,Challenger,"$241,402.41 ","$241,402.41 "
"GOOGE, SUE",REP,NC,Challenger,"$115,969.32 ","$89,822.27 "
"CURRAN, PATRICIA MARGARET",REP,NC,Challenger,"$88,749.16 ","$88,749.29 "
"WALLIN, CHARLIE",DEM,NC,Challenger,"$5,571.09 ","$5,571.09 "
"GLIDEWELL, POWELL WATKINS ""PETE"" III",DEM,NC,Challenger,"$95,312.54 ","$93,299.76 "
"HARDIN, CHRISTOPHER WESLEY MR.",REP,NC,Challenger,"$31,090.71 ","$30,998.81 "
"ROBERTS, JAMES HENRY MR. SR.",DEM,NC,Challenger,"$5,386.75 ","$23,463.00 "
"MILLS, THOMAS M",DEM,NC,Challenger,"$407,264.30 ","$400,287.42 "
"BURK, JOHN GUNTHER JR",REP,NC,Challenger,"$1,150.00 ","$1,150.00 "
"ROUCO, GEORGE",REP,NC,Challenger,"$81,910.85 ","$80,119.49 "
"CANO, FERNANDO CHRISTIAN JR",DEM,NC,Challenger,"$60,264.42 ","$59,507.93 "
"JOHNSON, TODD",REP,NC,Challenger,"$220,610.00 ","$220,122.55 "
"HARRIS, MARK E",REP,NC,Challenger,"$180,743.97 ","$180,744.35 "
"MILLARD, CARL ANDREW",DEM,NC,Challenger,"$391,349.83 ","$382,913.33 "
"BRYSON, FREDERICK EDGAR (RICK)",DEM,NC,Challenger,"$47,956.00 ","$48,666.47 "
"DUFFIE, RYAN",REP,NC,Challenger,"$6,585.00 ","$6,051.83 "
"COTHAM, PATRICIA A",DEM,NC,Challenger,"$121,189.52 ","$119,770.90 "
"CUNNINGHAM, CARLA DELLETTE",DEM,NC,Challenger,"$42,878.19 ","$42,590.80 "
"MCNEIL, JOHN P",DEM,NC,Challenger,"$84,665.84 ","$83,558.88 "
"BROCK, ANDREW C",REP,NC,Challenger,"$134,525.00 ","$116,949.00 "
"ROBSINSON, VERNON",REP,NC,Challenger,"$93,083.77 ","$93,083.77 "
"BLUST, JOHN MARSHALL",REP,NC,Challenger,"$51,561.68 ","$51,561.68 "
"HENNING, PAUL H IV",REP,NC,Challenger,"$89,181.00 ","$99,214.17 "
"SHOAF, FARREN KENT",REP,NC,Challenger,"$14,956.00 ","$14,956.00 "
"FEATHER, KATHLEEN M",REP,NC,Challenger,$0 ,$690.00 
"BUDD, THEODORE P MR.",REP,NC,Challenger,"$611,328.76 ","$591,736.07 "
"HOWARD, JULIA CRAVEN",REP,NC,Challenger,"$63,995.00 ","$63,995.00 "
"WALSER, JASON ALBERT",REP,NC,Challenger,"$85,002.54 ","$82,364.96 "
"ISNER, BOB",DEM,NC,Challenger,"$21,349.00 ","$21,348.00 "
"GRIFFIN, KEVIN D.",DEM,NC,Challenger,"$19,829.36 ","$19,827.39 "
"ADAME, MARSHALL RICHARD",DEM,NC,Challenger,$0 ,"$2,021.00 "
"MCINTYRE, MIKE REP.",DEM,NC,Challenger,$0 ,"$100,198.19 "
"AUTRY, JOHN",DEM,NC,Challenger,$0 ,$0 
"GREENE, BRYAN ELLIOT",IND,NC,Challenger,$0 ,$0 
"CRISCO, KEITH",DEM,NC,Challenger,$0 ,$0 
"PELLER, BRUCE G",DEM,NC,Challenger,$0 ,$0 
"FISCHER, ANNE HARRIET NOSWORTHY",DEM,NC,Challenger,$0 ,$0 
"PALISIN, ROBERT ERVIN",REP,NC,Challenger,$0 ,$0 
"BOLDON, DAVID MICHAEL",REP,NC,Challenger,$0 ,$0 
"HOWARD, JAMES J",REP,NC,Challenger,$0 ,$0 
"HUTCHINS, GEORGE FRANK",REP,NC,Challenger,$0 ,$0 
"FOREMAN, TODD MONTGOMERY",UNK,NC,Challenger,$0 ,$0 
"RUEHL, KEITH GARY",DEM,NC,Challenger,$0 ,$0 
"CORCORAN, THERESA L",DEM,NC,Challenger,$0 ,$0 
"GILLENWATER, WILLIAM DEAN 'DOC'",REP,NC,Challenger,$0 ,$0 
"ECKLES, SHAWN",UNK,NC,Challenger,$0 ,$0 
"BROSCH, JACK W",REP,NC,Challenger,$0 ,$0 
"BARNES, LINDA",DEM,NC,Challenger,$0 ,$0 
"ZACCARO, MICHAEL CLEMENT",DEM,NC,Challenger,$0 ,$0 
"GAILAS, TODD ANTHONY",REP,NC,Challenger,$0 ,$0 
"WRIGHT, PAUL M",REP,NC,Challenger,$0 ,$0 
"NEWTON, MATTHEW DENNIS",DEM,NC,Challenger,$0 ,$0 
"RITCH, JOHN THOMAS",LIB,NC,Challenger,$0 ,$0 
"DEATRICH, FRANK",REP,NC,Challenger,$0 ,$0 
"OWENS, MICHAEL R",REP,NC,Challenger,$0 ,$0 
"THIGPEN, JASON RAY",DEM,NC,Challenger,$0 ,$0 
"JOHNSON, TREVA RENA",DEM,NC,Challenger,$0 ,$0 
"MORRIS, ANTOINETTE TONI",DEM,NC,Challenger,$0 ,$0 
"WILKES, TIMOTHY ALAN",REP,NC,Challenger,$0 ,$0 
"STEINBERG, MICHAEL DAVID",REP,NC,Challenger,$0 ,$0 
"BLUE, ANTONIO",DEM,NC,Challenger,$0 ,$0 
"KEEVER, PATRICIA R",DEM,NC,Challenger,$0 ,$0 
"LYNCH, RICHARD JASON",REP,NC,Challenger,$0 ,$0 
"LARKINS, CHAD EDWARD",DEM,NC,Challenger,$0 ,$0 
"ANDERSON, ERIK STEVEN",DEM,NC,Challenger,$0 ,$0 
"SHAKIR, NANCY F CLARK",DEM,NC,Challenger,$0 ,$0 
"KNIGHT, ROBERT CHRISTOPHER",REP,NC,Challenger,$0 ,$0 
"ELLMERS, RENEE JACISIN",REP,NC,Incumbent,"$1,393,532.73 ","$1,544,183.61 "
"JONES, WALTER B.",REP,NC,Incumbent,"$675,247.86 ","$695,578.94 "
"ROUZER, DAVID CHESTON MR.",REP,NC,Incumbent,"$1,346,086.13 ","$742,685.16 "
"HUDSON, RICHARD L. JR.",REP,NC,Incumbent,"$2,098,886.30 ","$2,445,102.02 "
"PITTENGER, ROBERT M. HON.",REP,NC,Incumbent,"$1,140,818.29 ","$1,210,766.06 "
"MEADOWS, MARK R",REP,NC,Incumbent,"$659,568.95 ","$625,816.42 "
"HOLDING, GEORGE E MR.",REP,NC,Incumbent,"$2,773,011.64 ","$2,786,514.67 "
"BUTTERFIELD, G K",DEM,NC,Incumbent,"$1,113,965.75 ","$857,160.04 "
"FOXX, VIRGINIA ANN",REP,NC,Incumbent,"$1,580,094.72 ","$1,205,016.40 "
"WALKER, BRADLEY MARK",REP,NC,Incumbent,"$907,920.57 ","$697,129.76 "
"MCHENRY, PATRICK TIMOTHY",REP,NC,Incumbent,"$3,226,166.96 ","$2,670,567.42 "
"ADAMS, ALMA SHEALEY",DEM,NC,Incumbent,"$928,244.67 ","$844,480.86 "
"PRICE, DAVID E.",DEM,NC,Incumbent,"$793,105.60 ","$793,951.71 "
"BARRY, DANIEL B",REP,NC,Open seat,"$20,620.75 ","$19,199.78 "
"WINGFIELD, ETHAN",REP,NC,Open seat,$0 ,$0 
"ROGERS, HAYDEN",DEM,NC,Open seat,$230.00 ,"$9,163.40 "
"HOLLIDAY, BERNARD ANSELY",DEM,NC,Open seat,$0 ,$106.00 
"ADAMS, DANIELLE",DEM,NC,Open seat,$0 ,"$4,154.89 "
"BERGER, PHILIP EDWARD JR",REP,NC,Open seat,"$14,933.24 ","$28,385.74 "
"BARFIELD, JONATHAN JR",DEM,NC,Open seat,$0 ,$1.67 
"WHITE, HAYWOOD EDWIN III",REP,NC,Open seat,$0 ,$157.91 
"BATTLE, GEORGE EDWARD III",DEM,NC,Open seat,$0 ,$0 
"OSBORNE, CURTIS C",DEM,NC,Open seat,$0 ,$0 
"COAKLEY, VINCENT EDWARD",REP,NC,Open seat,"$6,299.00 ","$23,298.81 "
"MITCHELL, JAMES",DEM,NC,Open seat,$0 ,$0 
"RANDALL, WILLIAM ALFRED MR. II",REP,NC,Open seat,$0 ,$0 
"SMITH-KEARNEY, VANESSA MCGEE",DEM,NC,Open seat,$0 ,$0 
"MATHENY, BRYAN ZACHARY",REP,NC,Open seat,$0 ,$0 
"COLLISON, DANIEL EUGENE",REP,NC,Open seat,$0 ,$0 
"PETRELLA, CHRISTOPHER",REP,NC,Open seat,$0 ,$0 
"BRANDON, MARCUS",DEM,NC,Open seat,$0 ,$0 
"EARLE, BEVERLY MILLER",DEM,NC,Open seat,$0 ,$0 
"SINNER, GEORGE B",DEM,ND,Challenger,"$2,418.42 ","$17,656.47 "
"SEAMAN, JACK",LIB,ND,Challenger,"$2,530.00 ","$2,546.20 "
"IRON EYES, CHASE MR.",DEM,ND,Challenger,"$228,174.97 ","$213,602.98 "
